,shapefile,Jdmax,Ddmax,Dprojcirc,projarea,mass,vDJ,vDD,vDproj
1186,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-13-0.2-simultaneous-d6upG7ZK.agg,0.0038612464365219055,0.0037595744440029385,0.003601097226480827,3.3184000000000007e-06,6.817971200000001e-07,1.8026457448813464,1.810965036530307,1.8159833913696093
1187,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-70-0.2-simultaneous-Jfaasc7w.agg,0.01101625750564761,0.010960072992457671,0.01095373607510103,3.2552e-05,6.718955264000002e-06,1.8126259762202992,1.8124573185841164,1.8109622935159573
1188,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-363-0.2-simultaneous-ZZhL5QxC.agg,0.030274999586571854,0.030234999586571856,0.030231797829437804,0.00016174240000000004,5.643404185600002e-05,2.1953080005641645,2.195314441223638,2.1953948760159516
1189,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-297-0.2-simultaneous-dM6WhjpQ.agg,0.020452676377359497,0.02030266977517982,0.018766202636645034,0.00010888160000000002,3.9376040704000016e-05,2.216098926531146,2.216948596206757,2.217107393948593
1190,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-389-0.2-simultaneous-kJYWH7xS.agg,0.021838254608338586,0.02116767346686924,0.019336756043980195,0.00014372800000000003,6.302349670400002e-05,2.4425205544784414,2.4463158089810015,2.4479137094752215
1191,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-213-0.2-simultaneous-dbLSgovX.agg,0.022414651366815353,0.022262255051993276,0.022021080809079288,7.018240000000001e-05,2.2410255104000008e-05,2.0835850730612098,2.083851645877408,2.084030138111249
1192,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-155-0.2-simultaneous-5XfTY7rG.agg,0.01427162675171043,0.01423162675171043,0.014145868654840537,4.2553600000000005e-05,1.4148667904000004e-05,2.1473363488908723,2.146380164508562,2.145944664405743
1193,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-98-0.2-simultaneous-eZhlWVTZ.agg,0.012662723243526897,0.011938643138983593,0.011921907614551175,3.307680000000001e-05,8.282926336000002e-06,1.9369154192906743,1.936471268030146,1.9185180592547548
1194,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-356-0.2-simultaneous-bEKZFwwG.agg,0.020610354486040483,0.01962096837569441,0.01999238268078225,0.000123472,5.183135436800002e-05,2.390238706489418,2.389612369637359,2.391397451984388
1195,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-28-0.2-simultaneous-FxOQnr8i.agg,0.0072889978973977605,0.007221966491198918,0.007048290572897801,9.057600000000001e-06,1.9863569920000004e-06,1.9428816539608433,1.9417722063287206,1.941244217579362
1196,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-34-0.2-simultaneous-DZPPDbl8.agg,0.005295407187500057,0.005137003017324402,0.00510309709882146,7.011200000000002e-06,1.6377786880000006e-06,1.9918192120193594,1.9925658135398132,1.9957778719164052
1197,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-24-0.2-simultaneous-Gc8NlTGk.agg,0.006003217465373265,0.005868423979229859,0.005895446438048231,7.5520000000000016e-06,1.3187468800000004e-06,1.7220256962650282,1.7215681131223646,1.723764802251767
1198,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-7-0.2-simultaneous-1HeEq7AZ.agg,0.0019436334292425876,0.0019019989484749986,0.0019015612848864696,1.2192000000000001e-06,1.4245632000000004e-07,1.1891180695279298,1.1891680842307413,1.1938583244042547
1199,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-20-0.2-simultaneous-429wqNV3.agg,0.004962113367243791,0.004922113367243791,0.00490893063711436,4.5712e-06,9.292490240000002e-07,1.8447739177906906,1.8451441240906339,1.8462500308442586
1200,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-157-0.2-simultaneous-NA1iOCZc.agg,0.015334804310326716,0.015294548048242552,0.015213940975302884,4.5838400000000005e-05,1.3382276352000003e-05,2.0110047711407497,2.010246460263931,2.0098758630369664
1201,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-39-0.2-simultaneous-HNdewFuk.agg,0.007771700977145974,0.007731700977145974,0.007521701935067623,1.5193600000000003e-05,3.148870912000001e-06,1.8869555641281377,1.8850171844329648,1.8845948542467683
1202,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-35-0.2-simultaneous-mte477rB.agg,0.006410185943918721,0.006378589185705567,0.006368548987162676,1.0816000000000001e-05,1.8798958080000007e-06,1.7244514307592271,1.7245657735973619,1.7249183205214602
1203,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-49-0.2-simultaneous-AnxIbpYk.agg,0.0064471480780557994,0.006405497638747516,0.006216665032616058,1.3408000000000003e-05,2.4908165120000005e-06,1.7834877520367631,1.7854510935726018,1.7858266087345942
1204,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-397-0.2-simultaneous-EVTGE6oD.agg,0.024195798946712886,0.02353509719546533,0.023534961227926424,0.00014167360000000003,6.611339187200001e-05,2.531713984008583,2.531714359241479,2.5335380916911805
1205,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-201-0.2-simultaneous-KaNgNOLQ.agg,0.015201620335195183,0.014900899301720016,0.014759863332503502,6.048800000000001e-05,2.1587350016000008e-05,2.2138732316471743,2.212820590580474,2.2107882360133626
1206,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-73-0.2-simultaneous-bcpnOAnC.agg,0.009412463974430773,0.009163492783867952,0.008894132126773294,2.6996800000000006e-05,5.893529344000001e-06,1.9107722833624934,1.9043528216742625,1.8980809989156522
1207,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-140-0.2-simultaneous-T9s1iwYe.agg,0.013275286169932255,0.013235286169932255,0.01322506710758021,4.1528000000000006e-05,1.1897213184000004e-05,2.0210666238425206,2.020878018528292,2.020145029480907
1208,/work/shape_files_jussi/simultaneous-0.2/dendrite-650e-6-329-0.2-simultaneous-rlGt0u0Z.agg,0.02645578874264684,0.026443146560120263,0.026267820617630232,0.0001233952,4.559499187200002e-05,2.252411041809528,2.252794024149251,2.252821649448094
